,Unnamed: 0,Tweet,Date,Username,Hashtags,processedtext,category
1507,1507, &amp; one time effort what steps are taken to ensure that garbage &amp; rejects don’t make their way . I am sure you know the reason why the garbage are thrown &amp; it will be best in everyone’s interest to tackle this at the root This is a BAND AID solution ,2019-11-03 04:26:27+00:00,RajannaChandu,,amp one time effort step taken ensur garbag amp reject make way i sure know reason garbag thrown amp best everyon interest tackl root thi band aid solut,Waste/Garbage
1508,1508,Some areas near banashankari that for the last couple of years I’ve seen with garbage all the time now look clean. Kudos to you guys!,2019-11-03 04:21:55+00:00,simplysahaan,,some area near banashankari last coupl year i seen garbag time look clean kudo guy,Waste/Garbage
1509,1509,"Garbage issues Everyone are responsible 1stly citizens of blore doesn’t have common sense to keep the city clean they are only concerned abt their house and their compound area ,2ndly Bbmp has not taken garbage issues much seriously (only serious abt giving garbage tenders)",2019-11-03 04:11:55+00:00,jayanthjayara,,garbag issu everyon respons stli citizen blore common sens keep citi clean concern abt hous compound area ndli bbmp taken garbag issu much serious seriou abt give garbag tender,Waste/Garbage
1510,1510,"@BBMPCOMM @Randeep_Dev @BBMPSWMSplComm - this is railway parellel road, Thanisandra was clean and nice until a week back. Then BBMP garbage mafia took over- all garbage trucks come here dump - burn the garbage. Would some one care to look into pls? ",2019-11-03 03:35:07+00:00,subbu567,,bbmpcomm randeep dev bbmpswmsplcomm railway parellel road thanisandra clean nice week back then bbmp garbag mafia took garbag truck come dump burn garbag would one care look pl,Waste/Garbage
1511,1511,BBMP WORKS IN BANGALORE CITY EVERY WHER GARBAGE DUMPING MAINLY IN PEENY SURROUNDING AREAS NAGASANDRA NAD PEENYA ,2019-11-02 18:58:06+00:00,ANANDAN20992407,,bbmp work in bangalor citi everi wher garbag dump mainli in peeni surround area nagasandra nad peenya,Waste/Garbage
1512,1512,"Garbage and construction debris dumping goes unabated on Pattandur Agarahara lake bed. The BBMP has failed to check the menace. @BBMPCOMM, please clear the mess and fence the lake. @PattandurLake",2019-11-02 15:56:58+00:00,ambujambi,,garbag construct debri dump goe unab pattandur agarahara lake bed the bbmp fail check menac bbmpcomm pleas clear mess fenc lake pattandurlak,Waste/Garbage
1513,1513,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,the futur get readi galaxyzfold phone design chang shape futur which featur excit regist http bit ly yqhu b samsung,Waste/Garbage
1514,1514,"Let's start focus on filling potholes and garbage cleaning first, before focusing on beautifying city. Basic necessity should be higher priority",2019-11-02 14:47:43+00:00,nitin2kool,,let start focu fill pothol garbag clean first focus beautifi citi basic necess higher prioriti,Waste/Garbage
1515,1515,"Unsure how many calls n grievances, why can't @bbmp clean the mess. We were informed that there would be no one, who will dump garbage and there will be CCTVs and all stuff... !! @BBMPCOMM @BBMP_MAYOR @Satyareddy92 @dineshgrao",2019-11-02 12:46:26+00:00,ChaitraAni,,unsur mani call n grievanc bbmp clean mess we inform would one dump garbag cctv stuff bbmpcomm bbmp mayor satyareddi dineshgrao,Waste/Garbage
1516,1516,@BBMPCOMM now your whitetopping contractor @Railway parallel road has dumped old matl &amp; debris on sides of Railway track. Now that has become garbage dumpyard. Excuse from BBMP when complaints are raised “can’t clean as its Railway properly”. Dumping is ok not cleaning. #BBMP,2019-11-02 10:48:39+00:00,Citizensview1,#BBMP,bbmpcomm whitetop contractor railway parallel road dump old matl amp debri side railway track now becom garbag dumpyard excus bbmp complaint rais clean railway properli dump ok clean bbmp,Waste/Garbage
1517,1517,What r u doing about the garbage dumping by bbmp in ward no.43,2019-11-02 10:43:48+00:00,dipika18j,,what r u garbag dump bbmp ward,Waste/Garbage
1518,1518,"Bengaluru is no more a garden city is garbage city. They pick the garbage from main road and dump in by lanes. BBMP employee caught red handed and accepts his deeds. Let’s see what action is taken. Place : Railway Parallel Road, Sahakaranagar Bangalore. ",2019-11-02 10:42:06+00:00,Citizensview1,,bengaluru garden citi garbag citi they pick garbag main road dump lane bbmp employe caught red hand accept deed let see action taken place railway parallel road sahakaranagar bangalor,Waste/Garbage
1519,1519,"Good initiative from BBMP.Waste -to -energy project is very good.They should speed up this project as the city already facing terrible problems with waste ,garbage and trash. Convertion from waste to energy sounds nice.Hope BBMP and KPCL will deliver this concept and make use.",2019-11-02 10:24:05+00:00,write2ragavan,,good initi bbmp wast energi project good they speed project citi alreadi face terribl problem wast garbag trash convert wast energi sound nice hope bbmp kpcl deliv concept make use,Waste/Garbage
1520,1520,Can u come n see garbage dumping by bbmp in ward no. 43 Nandini Layout opp corporation bank qtrs.. bbmp has dirtied the area n the garbage emits strong foul smell,2019-11-02 06:34:59+00:00,dipika18j,,can u come n see garbag dump bbmp ward nandini layout opp corpor bank qtr bbmp dirti area n garbag emit strong foul smell,Waste/Garbage
1521,1521,"@Tejasvi_Surya @BBMPSWMSplComm @BBMPCOMM BBMP doesn't work, helpline nobody answers and the corporators number is switched off. This is not what the civic charter says, this is not why we pay tax!!!! Garbage not picked up for DAYS!!!!! ",2019-11-02 06:33:42+00:00,lahari_shetty1,,tejasvi surya bbmpswmsplcomm bbmpcomm bbmp work helplin nobodi answer corpor number switch thi civic charter say pay tax garbag pick day,Waste/Garbage
1522,1522,"@Tejasvi_Surya seems like sanitation is not important for @BBMPSWMSplComm. Garbage piling up for days in people's houses on 1st d main, 1st cross, 8th block Koramangala. BBMP app doesn't work, the local corporators number is switched off. How are we supposed to raise complaints? ",2019-11-02 06:28:33+00:00,lahari_shetty1,,tejasvi surya seem like sanit import bbmpswmsplcomm garbag pile day peopl hous st main st cross th block koramangala bbmp app work local corpor number switch how suppos rais complaint,Waste/Garbage
1523,1523,"@BBMP_MAYOR @BBMPCOMM @mlanaharis Respected Sirs, the road in front of NGV is so dirty with people throwing garbage and it has become a breeding ground for mosquitoes. The EWS building does not look like it is going to complete quickly, this has been the state for almost 10 years",2019-11-02 06:27:18+00:00,avi_lewis,,bbmp mayor bbmpcomm mlanahari respect sir road front ngv dirti peopl throw garbag becom breed ground mosquito the ew build look like go complet quickli state almost year,Waste/Garbage
1524,1524,@BBMPCOMM @BBMPSWMSplComm what action should be taken against bbmp for spreading garbage in residential area..,2019-11-02 05:23:50+00:00,dipika18j,,bbmpcomm bbmpswmsplcomm action taken bbmp spread garbag residenti area,Waste/Garbage
1525,1525,@BBMPCOMM @BBMPSWMSplComm i want an answer as 2 what kind of waste mgmt is being done by bbmp.. by bringing garbage from all over the place in garbage autos n trucks n parking it in residential area instead of taking it to the dumpsite.. cant u all do ur job properly,2019-11-02 05:16:49+00:00,dipika18j,,bbmpcomm bbmpswmsplcomm want answer kind wast mgmt done bbmp bring garbag place garbag auto n truck n park residenti area instead take dumpsit cant u ur job properli,Waste/Garbage
1526,1526,"It's the citizens who throw on ROAD, why should the citizens throw on ROAD, mostly shop keepers throw the garbage on ROAD, look at SP Road , Cotton pet, Businessmen",2019-11-02 05:02:14+00:00,rkidea,,it citizen throw road citizen throw road mostli shop keeper throw garbag road look sp road cotton pet businessmen,Waste/Garbage
1527,1527,Bangalore is a metro city full of garbage and filth . Just engage the people and You would see the difference for yourself . Let me know if I am required to do anything . #bbmpmayor #bbmp#560094,2019-11-02 04:19:03+00:00,sandyraj14,#bbmpmayor,bangalor metro citi full garbag filth just engag peopl you would see differ let know i requir anyth bbmpmayor bbmp,Waste/Garbage
1528,1528,Bbmp dumping garbage in ward no 43 nandini layout opp corporation bank qtrs..garbage from all over being dumped by bbmp in residential area.. string foul smell..filthy area.. reason #corruptbbmpofficials,2019-11-02 04:18:02+00:00,dipika18j,#corruptbbmpofficials,bbmp dump garbag ward nandini layout opp corpor bank qtr garbag dump bbmp residenti area string foul smell filthi area reason corruptbbmpoffici,Waste/Garbage
1529,1529,Is this why there’s so much of garbage all around? story by my colleague: Probe ordered into huge misuse of waste management funds in BBMP - The New Indian Express http://www.newindianexpress.com/cities/bengaluru/2019/nov/02/probe-ordered-into-huge-misuse-of-waste-management-funds-in-bbmp-2055982.html @rajaarushi @santwana99 @XpressBengaluru @BBMPCOMM @BBMP_MAYOR,2019-11-02 04:02:00+00:00,chetanabelagere,,is much garbag around stori colleagu probe order huge misus wast manag fund bbmp the new indian express http www newindianexpress com citi bengaluru nov probe order huge misus wast manag fund bbmp html rajaarushi santwana xpressbengaluru bbmpcomm bbmp mayor,Waste/Garbage
1530,1530,Well implemented #garbage collection bins in #bengaluru #hosakerehalli #cleanbengaluru Implemented by #iird and #bbmp with #csr support from #GAIL @Hosakerehalli Cross Bus Stop https://www.instagram.com/p/B4WN9ISF2q8/?igshid=179v0jd7n3gbj,2019-11-02 02:59:37+00:00,1deymataram,#garbage #bengaluru #hosakerehalli #cleanbengaluru #iird #bbmp #csr #GAIL,well implement garbag collect bin bengaluru hosakereh cleanbengaluru implement iird bbmp csr support gail hosakereh cross bu stop http www instagram com p b wn isf q igshid v jd n gbj,Waste/Garbage
1531,1531,"We are from Anugraha Layout, Bengaluru coming under Bengaluru South. BJP MP, BJP MLA, BJP Corporator, BBMP &amp; State governed by BJP. No one cares a damn on our begging to repair road, overflowing drainage &amp; garbage. Do we need to come to BJP HQ? Shame on you..",2019-11-01 17:58:01+00:00,venbhan,,we anugraha layout bengaluru come bengaluru south bjp mp bjp mla bjp corpor bbmp amp state govern bjp no one care damn beg repair road overflow drainag amp garbag do need come bjp hq shame,Waste/Garbage
1532,1532,@BBMPSWMSplComm why has bbmp turned Kanakashree Layout in Byrathi into a landfill? There is kalkere lake at the end of the layout and every day bbmp vehicles come with garbage loaded and dump them on the periphery of the lake.,2019-11-01 17:45:42+00:00,sandeepthevoice,,bbmpswmsplcomm bbmp turn kanakashre layout byrathi landfil there kalker lake end layout everi day bbmp vehicl come garbag load dump peripheri lake,Waste/Garbage
1533,1533,"#GearSchool road, Owners Court,KPC layout,Kasavanahalli road, Halanayakanahalli Road,Dinne Anjaneya Road,Junnasandra all beyond pothole phase. Worst BBMP engineers,SWM AEE co-ordinate dumping debris,garbage in plots.Tired of assurance from all incl @BBMPSWMSplComm @blsanthosh – at Aishwaraya Store",2019-11-01 15:10:50+00:00,kdevforum,#GearSchool,gearschool road owner court kpc layout kasavanah road halanayakanah road dinn anjaneya road junnasandra beyond pothol phase worst bbmp engin swm aee co ordin dump debri garbag plot tire assur incl bbmpswmsplcomm blsanthosh aishwaraya store,Waste/Garbage
1534,1534,"Ladies and Gents, the wait is finally over! I present to you my EP #REALMS dropping in less than 48hours!! Pre-add/pre-save link here https://music.empi.re/realms #RealmsEP",2020-09-08 17:08:59+00:00,wandecoal,#REALMS #RealmsEP,ladi gent wait final i present ep realm drop less hour pre add pre save link http music empi realm realmsep,Waste/Garbage
1535,1535,"Sir, what about garbage near JP Nagar 6th phase lake which covers half of the road (near Satya Ganpati Temple)????",2019-11-01 13:17:46+00:00,ShakthiTalreja,,sir garbag near jp nagar th phase lake cover half road near satya ganpati templ,Waste/Garbage
1536,1536,No solution to Garbage from past many years. Simply complaints are closed. @narendramodi @CMofKarnataka @BBMP_MAYOR,2019-11-01 12:07:24+00:00,yogendraarya9,,no solut garbag past mani year simpli complaint close narendramodi cmofkarnataka bbmp mayor,Waste/Garbage
1537,1537,ಖಾಸಗಿ ಜಮೀನಿನಲ್ಲಿ ಕಸ ಸುರಿಯುತ್ತಿದ್ದ ಲಾರಿಗಳು ಸೀಜ್ https://www.eesanje.com/bbmp-37/ #BBMP #Garbage #Lorry #Seized,2019-11-01 11:11:41+00:00,eesanjenews,#BBMP #Garbage #Lorry #Seized,http www eesanj com bbmp bbmp garbag lorri seiz,Waste/Garbage
1538,1538,"@BBMPSWMSplComm sir, does bio-plastic or bio degradable plastic garbage bags are allowed by BBMP (SWM bylaws)? Looking for your suggestion.",2019-11-01 10:07:17+00:00,tuxchetan,,bbmpswmsplcomm sir bio plastic bio degrad plastic garbag bag allow bbmp swm bylaw look suggest,Waste/Garbage
1539,1539,"Sir please send BBMP health inspector once again to the same spot. They have just lifted garbage one day and put Bleaching Powder, but again from next day same continuing as seen in today's photo. Adjacent houses,shops and School dumping garbage on Narrow Road at Ganesh Temple – at Pattandur Agrahara",2019-11-01 09:46:41+00:00,Pattanduragrah1,,sir pleas send bbmp health inspector spot they lift garbag one day put bleach powder next day continu seen today photo adjac hous shop school dump garbag narrow road ganesh templ pattandur agrahara,Waste/Garbage
1540,1540,"Sir, why only work on ""war footing"" after court orders? Why can't you work every day to make Bengaluru better? Garbage has become a huge issue now. Should we ask you and our corporators to fix it? Or should we file a PIL in court and ask the judge to make you fix it?",2019-11-01 09:05:00+00:00,_Ashwatthama_,,sir work war foot court order whi work everi day make bengaluru better garbag becom huge issu should ask corpor fix or file pil court ask judg make fix,Waste/Garbage
1541,1541,Instead of 'plastic tape' to connect orange dividers.. Rope should be used.. to discourage plastic. Plastic tape can get cut easily and fly with wind and cause garbage.,2019-11-01 07:54:42+00:00,Vishu_CS,,instead plastic tape connect orang divid rope use discourag plastic plastic tape get cut easili fli wind caus garbag,Plastic
1542,1542,"@BBMPCOMM @BBMPSWMSplComm @BBMP_MAYOR No one cares. Situation of 6th Main Road in Chinnayana Palya, Wilson Garden, Bangalore in last 5 years! Living in the PG right opposite to garbage, breathing got difficult with increasing waste being dumped right on the road! @Tejasvi_Surya",2019-11-01 06:52:56+00:00,MamidiManish,,bbmpcomm bbmpswmsplcomm bbmp mayor no one care situat th main road chinnayana palya wilson garden bangalor last year live pg right opposit garbag breath got difficult increas wast dump right road tejasvi surya,Waste/Garbage
1543,1543,"Such a shame @BBMPCOMM @BBMP_MAYOR Unfortunately ministers jump to singapore now and then for leisure, if tax money is utilised appropriately then this garbage mess would be gone in no time. ರಾತ್ರೋರಾತ್ರಿ ಕಸ ಡಂಪಿಂಗ್ ಮಾಡ್ತಿದ್ದಾಗ ಸಿಕ್ಕಿಬಿದ್ದ ಬಿಬಿಎಂಪಿ ಲಾರಿಗಳು ",2019-11-01 06:18:31+00:00,Sreenivas_06OCT,,such shame bbmpcomm bbmp mayor unfortun minist jump singapor leisur tax money utilis appropri garbag mess would gone time,Waste/Garbage
1544,1544,"Garbage hasn't been collected since last 6 days, pathetic state in Doddakanelli @DKRising @BBMP_MAYOR @BBMPCOMM @ArvindLBJP",2019-11-01 03:57:52+00:00,SinhaKt,,garbag collect sinc last day pathet state doddakanelli dkrise bbmp mayor bbmpcomm arvindlbjp,Waste/Garbage
1545,1545,"@BBMP_MAYOR Good morning sir, Koramangala near passport office and Next to Income tax office. More garbage and smell. Please visit that place. Please direct to clean that area. ",2019-11-01 02:03:21+00:00,pramod_sarathy,,bbmp mayor good morn sir koramangala near passport offic next incom tax offic more garbag smell pleas visit place pleas direct clean area,Waste/Garbage
1546,1546,"@krishnabgowda sir, this is the condition at ward 11, garbage is piled up and no action is being taken.",2019-11-01 02:02:36+00:00,86Jithin,,krishnabgowda sir condit ward garbag pile action taken,Waste/Garbage
1547,1547,"Sir , these ladies are the Pillars of Bangalore , they tolerate and put their best efforts n sacrifices to keep BLR clean. The educated and uncivilised people who throw garbage on road should learn from them . Shops who throw the garbage on road at night , beware",2019-11-01 01:24:51+00:00,rkidea,,sir ladi pillar bangalor toler put best effort n sacrific keep blr clean the educ uncivilis peopl throw garbag road learn shop throw garbag road night bewar,Waste/Garbage
1548,1548,Dont worry bbmp commissioner will ensure dat the garbage gets collected from all over the place n the garbage autos n trucks filled with garbage r parked in right in front of ur house like being done in ward no.43 nandini layout..then bbmp will make residential area dumpsite ,2019-10-31 21:06:42+00:00,dipika18j,,dont worri bbmp commission ensur dat garbag get collect place n garbag auto n truck fill garbag r park right front ur hous like done ward nandini layout bbmp make residenti area dumpsit,Waste/Garbage
1549,1549,"#bbmp #bbmpmayor @BBMP_MAYOR @BBMPCOMM 1.38lakh crore tax gets collected and Bengaluru is the second silicon valley in the world but our uneducated corporators today in council fighting for food Instead of cleaning Bengaluru solving Garbage, road and potholes problem e",2019-10-31 17:52:39+00:00,manasaradhya,#bbmp #bbmpmayor,bbmp bbmpmayor bbmp mayor bbmpcomm lakh crore tax get collect bengaluru second silicon valley world uneduc corpor today council fight food instead clean bengaluru solv garbag road pothol problem e,Waste/Garbage
1550,1550,"Clearing garbage is BBMP responsibility,, Indian companies have built world class roads which last long, its the local authorities who are erring in my view and for each and everything dont bring MPs and finger-pointi central government..",2019-10-31 17:22:27+00:00,kpshivuz,,clear garbag bbmp respons indian compani built world class road last long local author er view everyth dont bring mp finger pointi central govern,Waste/Garbage
1551,1551,"Shame on you BBMP, Koramangala is looking like a garbage station ....thanks to your apathy ",2019-10-31 15:10:18+00:00,NandiniMatiyani,,shame bbmp koramangala look like garbag station thank apathi,Waste/Garbage
1552,1552,@BBMPCOMM @BBMP_MAYOR @BBMPSWMSplComm Garbage has not been picked from last 1 week.. how are we supposed to keep Bengaluru clean ? #SwachhBharat BEML 5TH STAGE #BBMP #bbmpmayor #bbmpcomm #Bengaluru #RRNagar,2019-10-31 15:01:17+00:00,JSampathShetty,#SwachhBharat #BBMP #bbmpmayor #bbmpcomm #Bengaluru #RRNagar,bbmpcomm bbmp mayor bbmpswmsplcomm garbag pick last week suppos keep bengaluru clean swachhbharat beml th stage bbmp bbmpmayor bbmpcomm bengaluru rrnagar,Waste/Garbage
1553,1553,"It's really shameful @CMofKarnataka @BBMPCOMM @BBMP_MAYOR @BBMPSWMSplComm being in Silicon City we are unable handle big hitch, botheration of Garbage. Scaryyy @narendramodi @BJP4Karnataka @publictvnews @timesofindia @CNNnews18",2019-10-31 14:46:16+00:00,sush0907,,it realli shame cmofkarnataka bbmpcomm bbmp mayor bbmpswmsplcomm silicon citi unabl handl big hitch bother garbag scaryyi narendramodi bjp karnataka publictvnew timesofindia cnnnew,Waste/Garbage
1554,1554,@BBMP_MAYOR sir it's humble request to you pls instruct strictly to clear the garbage in Kumaraswamy layout...there is no care now a days..it's published in prajavani news paper also...,2019-10-31 13:42:28+00:00,Vishwa9620,,bbmp mayor sir humbl request pl instruct strictli clear garbag kumaraswami layout care day publish prajavani news paper also,Waste/Garbage
1555,1555,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,the futur get readi galaxyzfold phone design chang shape futur which featur excit regist http bit ly yqhu b samsung,Waste/Garbage
1556,1556,Congress MLAs & Corporator Protest Against BJP For Garbage &amp; Pothole Problem In Bengaluru Video Link►https://youtu.be/BDP_S8N5kOs #GarbageProblem #BBMP #CongressCorporator #KannadaNews #Tv9Kannada,2019-10-31 13:25:48+00:00,tv9kannada,#GarbageProblem #BBMP #CongressCorporator #KannadaNews #Tv9Kannada,congress mla corpor protest against bjp for garbag amp pothol problem in bengaluru video link http youtu bdp s n ko garbageproblem bbmp congresscorpor kannadanew tv kannada,Waste/Garbage
1557,1557,it would bring back the contractor monopoly. We look forward to that happening. Read on: http://bit.ly/31Ydd0p (2/2) #BBMP #bbmp2020 #bbmpcomm #swm #garbage #solidwaste #bangalore,2019-10-31 13:16:00+00:00,bbmp2020,#BBMP #bbmp2020 #bbmpcomm #swm #garbage #solidwaste #bangalore,would bring back contractor monopoli we look forward happen read http bit ly ydd p bbmp bbmp bbmpcomm swm garbag solidwast bangalor,Waste/Garbage
1558,1558,"#BBMP has been asked to redraft the Solid Waste Management Policy, since the draft bylaws had given exclusive focus to collection &amp; transportation from bulk generators through outsourced contractors, (1/2) #bbmp2020 #bbmpcomm #garbage #management #bangalore",2019-10-31 13:15:00+00:00,bbmp2020,#BBMP #bbmp2020 #bbmpcomm #garbage #management #bangalore,bbmp ask redraft solid wast manag polici sinc draft bylaw given exclus focu collect amp transport bulk gener outsourc contractor bbmp bbmpcomm garbag manag bangalor,Waste/Garbage
1559,1559,"First give VRS to existing officials in BBMP right from security person till top post exclusive of IAS ppl.Road,Garbage mgmnt to be given to independent new bodies similar to BDA &amp; BWSSB.Let BESCOM collect property tax monthly with electricity bill. In 2 years city becomes Smart",2019-10-31 12:24:29+00:00,MABUGANE,,first give vr exist offici bbmp right secur person till top post exclus ia ppl road garbag mgmnt given independ new bodi similar bda amp bwssb let bescom collect properti tax monthli electr bill in year citi becom smart,Waste/Garbage
1560,1560,"People throw garbage in drains, like it is a dustbin, which then blocks the flow of water, which then leads to water overflowing and flooding. Why is that?",2019-10-31 10:20:24+00:00,Changeindia20,,peopl throw garbag drain like dustbin block flow water lead water overflow flood whi,Water
1561,1561,"There is, the ppl don't want the hassle of segregating hence their garbage isn't collected. I have seen many times garbage outside the Dustbins provided, why is that?",2019-10-31 10:18:31+00:00,Changeindia20,,there ppl want hassl segreg henc garbag collect i seen mani time garbag outsid dustbin provid,Waste/Garbage
1562,1562,@BBMPCOMM Sir I requested BBMP several times to stop this garbage collectionpoint at ward184 Uttarahalli. Logged 10s of complaints in Sahaya app but in Vain. This unscientific horrendous act of BBMP is affecting residents around badly with stink and flies. Pls take some action. ,2019-10-31 10:11:09+00:00,south_blr,,bbmpcomm sir i request bbmp sever time stop garbag collectionpoint ward uttarah log complaint sahaya app vain thi unscientif horrend act bbmp affect resid around badli stink fli pl take action,Waste/Garbage
1563,1563,Please pay your full attention to repair of roads and cleaning of garbage in city,2019-10-31 09:59:42+00:00,Rakesh60542217,,pleas pay full attent repair road clean garbag citi,Waste/Garbage
1564,1564,"@BBMPCOMM @BJP4Karnataka @PMOIndia #garbage Dear BBMP commissioner, its been more than 15 days since the Garbage was last picked up from my street. Home is stinking with wet garbage &amp; we dont want to dispose it onto the street. Ward113 Raviprakash Nagar 1st cross, Konena Agrahara ",2019-10-31 09:02:46+00:00,sandhyasreekum1,#garbage,bbmpcomm bjp karnataka pmoindia garbag dear bbmp commission day sinc garbag last pick street home stink wet garbag amp dont want dispos onto street ward raviprakash nagar st cross konena agrahara,Waste/Garbage
1565,1565,"@BSYBJP @BBMP_MAYOR @BBMPCOMM , this is minto eye hospital road beside kote sri venksteshwara temple not only this in so many areas of chamarajapete constituency from k r market to padyaranapura, some places this type of road and in some place uncleared garbage this constituency ",2019-10-31 08:32:48+00:00,NRevanna1,,bsybjp bbmp mayor bbmpcomm minto eye hospit road besid kote sri venksteshwara templ mani area chamarajapet constitu k r market padyaranapura place type road place unclear garbag constitu,Waste/Garbage
1566,1566,"@BBMPCOMM @BBMP_MAYOR Just because Whitefield residents are making noise, u r there to extinguish the fire. What about residents of BTM layout ph 2 and along bannerghatta road? Pls dont take silence of the residents for granted. Look into the road conditions and garbage dumps.",2019-10-31 07:16:41+00:00,ArnabB1985,,bbmpcomm bbmp mayor just whitefield resid make nois u r extinguish fire what resid btm layout ph along bannerghatta road pl dont take silenc resid grant look road condit garbag dump,Waste/Garbage
1567,1567,@BBMPCOMM @BBMPSWMSplComm @BBMP_MAYOR Sahaya Request #10922288 has not been addressed for last 20 days. Kindly request to take care. Garbage problem is increasing day by day due to negligence. ,2019-10-31 06:52:59+00:00,subs_kp,,bbmpcomm bbmpswmsplcomm bbmp mayor sahaya request address last day kindli request take care garbag problem increas day day due neglig,Waste/Garbage
1568,1568,Thank You for deciding to visit TER. Your BBMP team has filled all the potholes to make the ride comfortable for you. The construction garbage dumped all on the road in front of Sonestaa meadows is being removed at franatic pace.,2019-10-31 05:46:19+00:00,Rudra60211413,,thank you decid visit ter your bbmp team fill pothol make ride comfort the construct garbag dump road front sonestaa meadow remov franat pace,Waste/Garbage
1569,1569,ಇಲ್ಲಿ ಸಹ ಸೋರಿಕೆ? What can't BBMP have a garbage trucks with out leaking bins. @BBMPCOMM @BBMPSWMSplComm @BBMP_MAYOR @Bengaluru2050,2019-10-31 05:15:13+00:00,deepakmajipatil,,what bbmp garbag truck leak bin bbmpcomm bbmpswmsplcomm bbmp mayor bengaluru,Waste/Garbage
1570,1570,"We are all good in cleanliness/hygiene, to prove look inside our http://houses.IT IS THE PROBLEM OF BBMP/ITS STAFF WHO DON'T DO THEIR DUTY TO CLEAR GARBAGE/STINKING DUMPS FROM NOOK/CORNER OF STREETS,as a result straying/wandering cows makes it even worst in search of food",2019-10-31 04:03:54+00:00,datesisland,,we good cleanli hygien prove look insid http hous it is the problem of bbmp it staff who don t do their duti to clear garbag stink dump from nook corner of street result stray wander cow make even worst search food,Waste/Garbage
1571,1571,Very true..... There should be proper garbage management and responsibilities should come from both side.,2019-10-30 19:50:09+00:00,Maheshbkp,,veri true there proper garbag manag respons come side,Waste/Garbage
1572,1572,"Bbmp uses GPS on their own or hired garbage vehs, not others. What is to prevent pvt buses not issued licenses fm operating without GPS (they already r) in v large nos. once lics r issued to some? Kindly come up with practical solns i/o claiming tech has solns for any &amp; evrything",2019-10-30 17:36:00+00:00,Cpt_Naveen,,bbmp use gp hire garbag veh other what prevent pvt buse issu licens fm oper without gp alreadi r v larg no lic r issu kindli come practic soln claim tech soln amp evryth,Waste/Garbage
1573,1573,"Before asking who, you should ask why? If there are proper dustbins & proper garbage collection mechanism then people will not create black spots but will utilize right mechanism. Think from people's point of view &amp; then improve the system.",2019-10-30 16:51:21+00:00,mridulahere,,befor ask ask if proper dustbin proper garbag collect mechan peopl creat black spot util right mechan think peopl point view amp improv system,Waste/Garbage
1574,1574,#bbmp installed gps locators and able to identify 1000s of zombie garbage pickup autos billed to bbmp by its garbage mafia. Technology is available and if deployed properly even buses can be regulated .,2019-10-30 15:02:42+00:00,NammaBengaluroo,#bbmp,bbmp instal gp locat abl identifi zombi garbag pickup auto bill bbmp garbag mafia technolog avail deploy properli even buse regul,Waste/Garbage
1575,1575,"#garbagefreebengaluru Garbage free Bengaluru. I am attaching the pictures of Jakkasandra, 1st block, Bengaluru. Kindly forward if you're also concerned about careless dumping of garbage by BBMP. @Nehr_who @thepeeinghuman @TheDeshBhakt @thewire_in @TheQuint @ndtvindia @ShefVaidya – at HDFC ATM, Jakkasandra",2019-10-30 12:15:56+00:00,sood_avinanda,#garbagefreebengaluru,garbagefreebengaluru garbag free bengaluru i attach pictur jakkasandra st block bengaluru kindli forward also concern careless dump garbag bbmp nehr thepeeinghuman thedeshbhakt thewir thequint ndtvindia shefvaidya hdfc atm jakkasandra,Waste/Garbage
1576,1576,"Ladies and Gents, the wait is finally over! I present to you my EP #REALMS dropping in less than 48hours!! Pre-add/pre-save link here https://music.empi.re/realms #RealmsEP",2020-09-08 17:08:59+00:00,wandecoal,#REALMS #RealmsEP,ladi gent wait final i present ep realm drop less hour pre add pre save link http music empi realm realmsep,Waste/Garbage
1577,1577,"Dear @BBMPCOMM plz make arrangemts for citizens to deposit garbage at collection centres , we cannot be held hostage to the whims and fancies of garbage mafia. Else be prepared to accept garbage dump at the #BBMP office @Tejasvi_Surya @CMofKarnataka #shame",2019-10-30 12:01:03+00:00,sacsubr,#BBMP #shame,dear bbmpcomm plz make arrangemt citizen deposit garbag collect centr cannot held hostag whim fanci garbag mafia els prepar accept garbag dump bbmp offic tejasvi surya cmofkarnataka shame,Waste/Garbage
1578,1578,"Please give priority to address waste management. In BTM, Madiwala areas BBMP vehicle comes once in a week to collect garbage. People throw garbage on road side causing all sorts of issues to people living near by. @BBMPCOMM @BBMPSWMSplComm",2019-10-30 11:58:39+00:00,srivics,,pleas give prioriti address wast manag in btm madiwala area bbmp vehicl come week collect garbag peopl throw garbag road side caus sort issu peopl live near bbmpcomm bbmpswmsplcomm,Waste/Garbage
1579,1579,"It is not ""poor"" governance but compete lack it. It has been 4 days since the garbage has been cleared by BBMP (the most corrupt govt body in India) @BBMPCOMM .",2019-10-30 11:56:49+00:00,sacsubr,,it poor govern compet lack it day sinc garbag clear bbmp corrupt govt bodi india bbmpcomm,Waste/Garbage
