tweet,civic_issue
is sad cause its time to get up ,0
going to my 8 year old brother's first communion. what a way to kick off that weekend... ,0
Didnt goto town in the end. Tidying flat instead. Am on an 18 month contract which started last month ,0
"Okay, Chaotic is a repeat today.  Damn, I got up early too.  ",0
"Enjoyed This Is Project last night, mixer later tonight...then studying for finals tomorrow. ",0
Tired eyes from playing guitar hero and making dinner... Made white choc brownies but don't feel like eating them ,0
Awkk!!! Ive Only Got Two Followers....      Not Good!!,0
it's raining outside...  Good day for packing!,0
Chennai seems to be losing the plot ,0
Ryan is doing his and Em's FY07 tax returns  I'm pretty sure I used to do other things at Midnight on a Saturday!,0
"I really want to go to Thunder today, but my dog is going crazy and I can't leave him all day long  But I&quot;m boooooored",0
"Google thinks the Cafe is a spam blog.  They're recognised by &quot;irrelevant, repetitive, or nonsensical text&quot;.  That's told me ",0
"im lonely  keep me company! 22 female, Houston - Texas",0
"Doing one of those follow but don't get too close missions on GTA, and the fool i was following drove off of the docks and died ",0
@MichaMushroom @Aj_07 unfortunately just a week  and nooo we couldn't make it to the concert!,0
@Itsrellpeezy text me back then. don't be made at me stink  please,0
tired..way too early 2 b up  waiting 4 tonight !!!,0
can finally relax. its nice outside. about to go for a stroll. wish mike was here ,0
"Ugh, where is the sun! Am going to watch my daughter play soccer in the rain ",0
Why does break have to end ,0
Morning Tweets!  At work...blah!  It's raining so being inside is okay.  One of our box holders passed away.    He was about 80 though.,0
@marleyuk still not got my msn workin ,0
@girlimperfectly boo...that's where i'll be sitting too  providing i get the show settled quickly enough anyway! Feel better soon x,0
"@Marquietta That quote expresses the core of my deepest worry right now. Many things can be fixed, but not if the liberty itself is gone. ",0
"now i have a new problem... don't know which to buy, the MacBook Pro, or the 24&quot; iMac...  much more power, for le$$... but no portable...",0
"Heading to Marsh to pick up Jakob's cake for the big &quot;friend&quot; party at Bounce Planet! Due to soccer, other sports; many couldn't make it! ",0
@Disho14 I know the feeling today!  I  need you here to make coffee ,0
@XgillX stuck inside work? thats bad  is it busy today?,0
I think I broke my finger ,0
...well I played a nice game of Battlefield Heroes but I've now been told to clean my room ,0
thinks the NFL won't be the same without John Madden ,0
Just got my thumb plastered and now I can't type as fast on my iPhone ,0
"Ugh I think I had but a half hour of sleep. I'm so bummed, last night was upsetting ",0
still no word from @davegorman on my #idiotictwitterapps idea for Genius ,0
@jandrick In the UK you need an appointment to go to the apple store! ,0
Moving day ,0
still had tooth ache ,0
Wishing I was going to play golf today. Yard work instead. YAY ,0
ok - nevermind - Twitpic doesn't seem to show vertical photos  Any solution besides the obvious anyone?,0
rain! please stop so I can play sand vball! ,0
"Trying to knock together a CoreData app. I have loads of ideas, but not enough ability to write them straight off ",0
@JemiJemi What footwear is responsible? Converse All Stars shred my poor feet ,0
i want my haaair to grow back. ,0
Ugh. Second night in a row that I sleep for only three or four hours. This hurts. ,0
Why are my fiber one bars in my trunk? ,0
I am working yet again! Woo Whoo!! It's way too pretty to be cooped up inside ,0
@go4music Sooo sunny! Typical that the weather gets nice just as my holidays finish ,0
"@mileycyrus i was reading your book today &amp; i read about vanessa, im really sorry  were doing a fundraiser @ my school for cystic fibrosis",0
completely failed to upload my cute picture... format too big ,0
"i have woke up ill, no night in glasgow for me  bed + tea, no vodka and dancing =/",0
"Feel blue today  shouldn't do though, sun is shining. Maybe it's cos my hair is Russell Brand-esque? Tryin to work with the curls",0
is actually not going to New Castle until the afternoon. Of what to do with myself? haha. Paper it is.  After curves and food!,0
@Custardcuppcake no muffs  left them in Canada....,0
just got in ...hungoverrrr ,0
just woke up. im still dizzy. ,0
Feeling really sad today--Aaron's childhood dog has to be put down   Wish dogs could live as long as people.,0
Ha wow my phone makes ;) instead of  it prob just hates me too,0
@ work  wish I was outside . I should take my break soon!!!!,0
Windows 7 bluescreened for the presenter ,0
Beautiful morning today! Perfect weather....if only I could go for a walk ,0
"So sad Christopher  Maybe, we see us in Berlin or something!",0
@RonTerrell http://twitpic.com/3iqv9 - I wish I was there it looks like fun. ,0
@chaoticdream715  howwww do i read these thingsss ahhh this is new ,0
still has tooth ache  ,0
GEORGOUS day Pittsburgh! Going for a run then spending the day studying ,0
Why cant people get it in there head that ive changed my name to castiel windsor? even worse they can't even spell it half the time ,0
Aww that's sad ,0
stupid dvds stuffing up the good bits in jaws. ,0
@Dandy_Sephy No. Only close friends and family I'm afraid. I'm only a work colleague. ,0
CRAP! After looking when I last tweeted... WHY AM I UP SO EARLY. It's 10! I shouldn't be up until like... 12. ,0
Its Another Rainboot day ,0
I think there's a problem with the ISP in this area or something...my connection go too slow to do anything online yesterday &amp; today ,0
@ nawong How do I go about getting access to idzr.org I'm dying to try it out ,0
@ nawong How do I go about getting access to idzr.org I'm dying to try it out ,0
Talking to designers...I can't squeeze any design juice from my brain...for my personal website. ,0
Rainy day ,0
completely failed to upload my cute picture. Format too big ,0
"Hrm, scanner traffic diminishes greatly when your public services are on strike. ",0
doesnt have 1 single pair of spring pants that fit ,0
tired of swollen hands...they don't feel good. ,0
goodmorning!&lt;3 wishing the sun would come through the clouds  i can tell this is going to be one of those days..... ,0
The spring is now finished and i'm going back to school tommorow. ,0
"Dizzy, I am not feeling well today. ",0
At Opening Day--the Commerce Bank &quot;C&quot; mascot just walked by. The bank is changing its name--will the &quot;C&quot; lose its job? ,0
It's raining outside and the forecast say rain all day. crappy start to the weekend ,0
"Been up since an ANNOYINGLY early hour for a Saturday, laying in bed attempting to fall back to sleep....it is evading me ",0
"If I could offer you only one tip for the future, sunscreen would be it....  Should have read the Mary Schmich book - ouch ",0
Softball in...Eureka................it's raining here maybe not there.............Eureka! It is raining there. No more fun in the Sun! ,0
Settling down.. enjoying my cup of Rooibos tea....tweeting.....missing Captain C already.. ,0
@Morrica sorry to hear that  Hope you get well soon!,0
Didn't know that Twitter screen names had to be that short....EnglishSenseiCafe didn't quit fit ,0
"@DonnieWahlberg I WANT to be outside working in the garden, but it's raining AND I'm sick. ",0
Oh crap came back from my walk and computer had hung again with black screen. Restarted and corrupted graphics again even during POST ,0
argh hate how forums don't let you delete posts ,0
urgh im tired impatient and over boys and their silly games ,0
I am up at 8 in the morning when I could have slept in ,0
@Violet_Crush Sorry to hear that  But at least you're with us now! #readathon,0
I broke the vibrate on my fone. ,0
"Race was good! Ran better than last time. Didn't see @ff4500 or @amydoesit, though. ",0
@IngaLeonora I just got home but really didn't want to  was nothing to do out there...,0
@emkins i KNOW! ,0
work until 3. Blah ,0
@javierabrown I wish I was there 2 participate ,0
The www.iplt20.com site if down I believe. It shows a 503 Server Unavailable error. Whats the issue? ,0
fhrjekdfnb where are youuuu? ,0
"I hate myself for not doing my homework now!  oh ya, had a pedi today LOL. I want a blackberry!!! (to tweet) ok, I'm not gonna tweet again",0
 at last night ,0
Another gorgeous day! Dry here. Need the four rain days coming up. Ct. wildfire. ,0
@natmillAr Nataliee! I love you and still have your bday gift  I must see you soon!!!,0
i feel really sucky right now ,0
"Got most the way to ASDA and road closed due to am accident, driving to other now. So hungry ",0
is sitting on the couch when she should be working out. ,0
I have work to do  I will be back l8r (I hope),0
i can&quot;t figure out how to twitter from my phone ,0
"stuck without a ride  taking the bus home from work, without an ipod...",0
@grub00 Alas no: is a &quot;buy the MP3s&quot; set-up. ,0
@LNTweet We got Rachel Getting Married and Seven Pounds. Wanted Yes Man but it wasn't in the Red Box we went too! ,0
"Ugh, I hate working Saturdays!  That makes 45hrs this week.  It never feels like I have a weekend.  ",0
...aaaand there goes that great day  RIP Mrs Wever,0
Motel 6s do not have shampoos or conditioners. No blow dryers either. ,0
My vacation's almost done   Back to work soon..,0
319 more followers til 1k  not happenin anytime soon,0
"Bummer...can't get in to see my bf sing at the Ernie Els gig  So i guess it's just you, me and my dog, Pockles, tonight!",0
"It's Saturday and I'm holed up at home writing essays that were due 3 weeks ago. And the weather is actually GOOD, 1st time in weeks. ",0
is still gutted she couldnt see diana sing last night!  but bring on halmiton park in july!,0
Starting to be far too many spamers and bullshit followers on Twitter.. I tweet about moving furniture and 3 furniture companys follow me ,0
"Funtime over, back to the painting ",0
@whit3boy I couldn't walk last night like wth ,0
"Snow mounted up to a couple of inches overnight, very pretty but I hope I don't lose my peaches, tree was in bloom ",0
@ShariFitness Still don't have the confirmation email  Technically I could give up already ;-),0
@NaomiNay A tenner?! What a bloody cop out! ,0
@tommcfly http://twitpic.com/3iquy - i miss your old hairstyle daniel  but you still look great,0
Headed 2 a performance...outside...n the rain.  If I do the rain dance backwards will that make it stop? =\,0
i wanna get 93841934431984139418349134 dvd's... i hope there is a good dvd store here. im a dvdaholic... and an alcoholic ,0
i feel ridiculous. and i'm blaming you.  WHY HJSDKFSDHFJSD,0
everyone is talking about britney's concerts... i want to go ,0
*yawn* g'mornin' have headache.  pls depart! veggin' w/cuppa chai b4 I have to wrap my head around the day.,0
Listening to mariah carey we belong together ,0
@PreciousLittle I am so sorry you have to work on a Saturday ,0
Goodmorning it sucks having a cold when its 78 degrees outside ,0
"@JaccSparrow Are you sleeping in or something, im missing our friendly twitter banter  u we're so right about f&amp;furious it was FKNFANTASTK",0
I'm being turned off ,0
"Alright, well, I spent all of yesterday again far away from my computer   But today! Today I shall come back to twitter and all of you. ",0
@fallagain ok la.   At least @fallagain is following me. Jadilah,0
Just woke up! Soooooooooooooooooooo tired.... ,0
Going to DISNEYLAND!!! Super stoked! Already missin the bf though ,0
Anyone tell me why I can't sleep for some reason?  Maybe I should try again.,0
Morning Fam! Jouvert is overrrr  ...buttt up next is ROAD MARCH!  wuuuut!,0
Bye bye plane.  anyone want to offer their private jet?!!!!! (C why we need one?!!!!),0
@serenajwilliams the link to today show doesn't work  i think u have to take out  the periods or sumthin...,0
is eating his last breakfast on the boat. ,0
where did the sun go? ,0
Now you can't see other people's number of updates ,0
@MissChriis you think ? I'm so shy :p i know exactly what to wrote but i'm doing to much mistake with the words ,0
@marleyuk no likey..i dunno why its doin it ,0
missing phily like mad i hate when hes on 24hr duty ,0
I want sushi today but i think i'll be to busy to get any ,0
Why do I fiddle???? I've just broken the shift key on my laptop ,0
"@RealHughJackman instead of giving to charity, give to individuals in need.  charities have too much overhead,it just goes 2 salaries. ",0
i have nothing to twitter about yet. ,0
@sexysenorita what song ??? cant see the link ,0
Got to finish this work... Exam stuff... ,0
@nashifeet i would totally go if i wasn't finishing all the invites. ,0
"I dnt like it whn ur sad, it makes me sad too ",0
"@CosgroveMiranda i miss u miranda, pleez come back online ",0
"@palm_inc Please talk to Sprint &amp; ensure a Million+ SERO Plan Folks don't get screwed out of the PRE!  We did on the Instinct, Bad idea ",0
@chick_fit Are you ok!? ,0
b******s  Wycombe and Bury already 1-0 up! ,0
looks like another beautiful day here today - i love it! sorry @uppercanuck @Spoonsie ,0
"Is *bucks is a non halal? Really? I just saw one of tweets in my friends timeline. To be honest, I never saw halal certificates either ",0
"Detroit Pistons &quot;road kill for Cleveland,&quot; and they know it.  http://tinyurl.com/c9dj6z (via @freep)",0
"AH, my charger is dying. I won't ve able to log on for a few days. ",0
@sellygee I MISS YOU GURL! ,0
Packing to leave. Not ready to go ,0
@therealTiffany cute profile pic. but you cute sterling out ,0
"feeling better today, thank you Lord! Going to try and tackle Wal-Mart and the grocery store today. ",0
"So many new followers from #followfriday! Welcome everyone! usually I send a message to each, but was on deadline yesterday. ",0
Ugh why am i awake so early ,0
Working til 5 on very little sleep ,0
@dominicalia can't believe that the week I am away from blogsphere you have contests!  can't wait for the next. Xoxo,0
Worked until 1230 last night. Didn't sleep until 230 and had to open the store this morning at 9. FML  my body hurts,0
is waiting for the groginess to wear off from his late night darvocet last night ,0
"@mileycyrus Iï¿½d like to go to Madrid to see you but I think itï¿½s not possible   anyway, Iï¿½ll watch you on tuesday on &quot;El hormiguero&quot; ",0
"up at 7 AM on a Saturday  boo! Photo-shoot, be back probably later tonight! xo",0
"Had a great night last night, except for the fact that my bike was stolen ",0
"@teddpatt aww, not in Hudson today in the city. won't be up for another two weeks ",0
@UncleRUSH wish i had some  x,0
"didn't go to class yesterday. I was sick. Left the bus near college, and took a cab home. ",0
sick  i think was applebees food made me sick..,0
its a beautiful day. guess where i am.... at the big 2...all day. ,0
@Ginaatl thats my theme song but I can't get the video on my iPhone  Thanks for sharing though.,0
"I wanna go to the beach, but the rain starts  shit!",0
@bobbymonkz yup replacing daniel kandi since he couldnt get a passport unfortunatly  #asot400,0
Crap...i think i've caught wifey's virus ,0
is watching Glawster  getting chewed up and spat out by Cardiff.   Glad I'm in the pub and not at Twickenham.,0
FML! Off to the hospital I go. ,0
@work on such a warm day ,0
@catcameron at least not from mine to yours.  i'm sorry love.,0
Coming home from Myrtle Beach ,0
Working...and hoping @THiggy feels better ,0
its a sunny day today yay =] but still cold ,0
Thinks I might have sciatica if that's how you spell it. Got a pain from my lower back thought my butt hammy knees calf and foot ,0
"im lonely  keep me company! 22 female, Duluth - Minnesota",0
@m_alice_hale physical and mental pain ,0
Spring break. no homework but a lot of college stuff to do. ,0
AUUUUGH I just spilt freezing water all over meeeee ,0
Slight hangover ,0
Not able to check my DM's this morning via my mobile device.  @skydiver mentioned he sent me a DM &amp; I missed it. I apologized. #PRSANY,0
@Captainwalker Jamestown? ,0
I think I really need to see a chiropractor. up to 30 hours of neck pain.  ,0
"hmmm? Psycho Kitty doesn't even like me, don't think a meerkat would last long ",0
"is going to sing 'I miss you' by miley cyrus at my daddys funeral  i miss u and ill love u no matter what, even if your not here &lt;3 xoxo",0
soo tired  babysitting today from 3-? may have to go to a late movie...,0
Uhoh - Daddy is trying to hamper Mommy's plans to get me a kitteh pal to play with ,0
"@Bootley aww, that sux!! get some rest and drink plenty of water. feel better ",0
@xiaoyan2009 Thanks! Poor Puff is just getting old!! ,0
"Had a nice time last night. Wish we would have hung out longer  overall a great day capped off by a great night. Friends, drinks, fun!",0
"@xaleahx, i've been waking up at 6a everyday and it's been amazing! except next week i have to start waking up at 4a ",0
yuk my nose is peeling again and it hurts ,0
"how come in movies when people need a drink, they take a swig and are instantly satisfied?  never happens for me. ",0
@SweetRenesmeeC same with me ,0
"@trisulo I had butterflies in my tummy, it's all because of what we'll be facing on Monday  hbu?",0
@acepero79 I am nice and burned after tanning because I hadn't gone for so long   Lol. Oh well.,0
now im gonna wait till the jonas brothers update!!...but since they r in the bahamas...they may not update.  ,0
just finished  cleaning my closet... It's so empty ,0
feeling so f*cking bad  my bro had a car accident (N,0
@IcarusMalfoy  hope you find your cat soon! have you gone to the spca or posted flyers around where you live?,0
and so here comes the coursework ,0
4 hours of english class on satudays is tiring ,0
@gemmak500 It's amazing how many couples you see when your only one  Head up chest out sit up straight.....you are loved xx,0
"Off to do 1,000 chores.  Yay. Have a great day, everyone. ? http://blip.fm/~4j6he",0
@MmmBaileys I bet that smarted a bit1 ,0
It's can't always be all about the glamourous movie making....  Today is laundry day ,0
I don't wanna go to work! ,0
I need coffee and breakfast but hubs won't wake up and bring it to me ,0
"Watching Dream Girls. This movie reminds me of someone. Gah, I miss my Loser buddy. ",0
"work 9-2 then my cousins wedding, by myself  then i really dont know :/ blah.",0
Rendering 1080p particle animations to put up on istock for sale... render farm maxed out need more servers...  ,0
"@bmn I think that's a good idea, I had to, it was a very expensive ear infection  I wanted to die! I hope you get better soon.",0
"@jasonstathamno1 Yep, i wish they would say it too. I hate when people make fake trailers for new films. It gets everyone excited ",0
"halftime break. the match has been.. depressing. wtf, FCB? and what's worse is that Leverkusen is losing ",0
did not expect that Chen Super Kings wud start dis season wit a loss  c'mon MS !!,0
@MissCasey22 Bummer ,0
its kind of cold here today  what happened to the nice weather lol,0
@ryan_leslie OMG! I have been so behind on everything. Didn't know you would be in Baton Rouge. Dies.... ,0
on east coast time even though im home. so annoying.  must get back to sleep,0
@Levihaag  sick sucks,0
@FirstGentleman I'm not.  I got this field trip for my geog class..,0
4 yo's ears hurt so bad she's crying.   Waiting for dr's office to open so I can get her an appt.  At least no snow on the ground here.,0
i hate coming to work on saturday ,0
We are off to New York. Left at about 5:30. This is so depressing.  How's the weather up there?,0
i am still looking for a job and some studying from now and then ,0
"received at least 5 phone calls today already, Telemarketers! ",0
"@phatelara aww.. I missed it, I had to go tuck the kids in bed! ",0
@teammxjacobb Lord Bella ur bf is mean!!!!  ,0
@yuralee what happened? ,0
"@lukehmuse Noooo, silly work ",0
@ TheRealJayMills - I wish there were more Indie Stores out there to support.  Joints is jive scarce these days.  ,0
"Aww, I wanted to ride my 4 wheeler today! But there at the cottage. ",0
*cries* I can't see Niko ,0
My daughter isnt starting her day off right. Tried prom dress on &amp; it doesnt fit... Gained a little weight ,0
@Rekidk  Sometimes it's better out than in. I feel for ya.,0
@Custardcuppcake 1 hand clapping is the usual reaction to my dancing.. ,0
just bought a wheel barrow.  time to start moving some rocks. ,0
Hates studying on weekends ,0
I'm quite tempted in getting one of the EEEPC's on Woot.com for $150 But I really need the slightly larger version for my hands ,0
The sky is looking very dark here...The rain cant be too far away ,0
Driving down I-192 in Orlando and seeing all the closed down businesses :/. It's pretty depressing   #fb,0
@BT  you are touring every place to place,0
I woke up with a scratchy voice...I blame it on the loud cougars at the tavern ,0
@zackwagner every time you tweet about the redbull car I loose a little part of my soul. ,0
"@karlotto That's a live version so it's not the same  It's more like the Bond version, YouTube maybe?",0
@xkeijukainenx WTF? I would disown my family if they did that!  That's some bs and I feel bad for your mommy. ,0
@DivinePurposeMV I'm so jealous! No snow in Australia  I really should have been born further north of the equator!,0
@novium hope it wasn't on carpet  poor little guy. What type of puppy?,0
Cars still not ready ,0
"@fuffle   What did you go see?  Be decadent, get a taxi next time!",0
nooooo only one more day of holiday left  ... still so so much work to do...,0
"my stomach is upset this morning. I think a treat would help, but I may barf if I stand up. mom says my tummy sounds are loud and gross. ",0
no more easter eggs left ,0
@LILBIT1023 good luck cuz I only made it once round the track ,0
Blarg I hate waking up and my whole body  aches  too bad thats more or less every morning.,0
well... This is bullshit and i dont know how to fix it.  Sorry you guys... Virusy ,0
"@AIannucci I was going to go and see your film, but then Michael Portillo said they he didn't like it, so now I'm not. Sorry Armando ",0
Katie we are so... srry! forgive us! ,0
Okay - it's ridiculous. To print all of my photos kodak were charging me ï¿½50.00 WTF?!? I only ended up printing a few ,0
seems TweetDeck won't show tweets in Chinese ,0
Mangerial accounting  ...,0
@elliotminor : no tour to little barrow this time? the canteen will miss ya  good luck guys xx,0
"I hate ppl. I hate ppl who tear down trees. I hate ppl who tear down trees for unnecessary construction. Decades of growth, gone. Ughh. ",0
@dopemaneazyecpt  what type of work u do darliiiing??  hangover = ,0
No gigs tonight...  but sleep seems like a good idea.,0
Nobody tells the difference with my hair ,0
@pervetastic Aw  he just won an aerial :-O,0
@Njoku sounds good. I'm still working thru easter chocs ,0
Looks like I can't find anyone to host tonights broadcast therefore its CANCELLED. Sorry guys ,0
It's a new day and I couldn't be feeling better. I'm in a very good place right now and I don't want this feeling to end ,0
Is it just me or are the two guys on that series &quot;departures&quot; kind of dicks? Dicks who get to travel the globe and see interesting places ,0
"@boagworld Yeah, I had problems with iPhoto to first doing the same. The beach looks lovely - jelous sat inside studying ",0
@dropstoppop totally  zzzz believe holidays are ending hmph,0
@riverscohen jim shearer!?! ,0
Jonny is stuck in traffic ,0
CSK lose first #IPL match  Where is Morkel and why did Murali sit out ?! :|,0
getting ready for work ,0
"@ work, forgot my cell @ home. sad ",0
@Ishme3t these are the mysteries of life ,0
Good morning!!!!.....rainy day..  no climbing today...,0
almost done the clothes got a lot of cups decorated but not finished yet  still in my towel wrap doing chores........yay being home alone!,0
thinking about all the work that will need to be done this weekend ,0
realized that most of her friends are either busy or going away for vacation ,0
At work  then school work all day..finals around the corner I got to get my mind right and go hard!,0
actually misses washington ,0
I wanna go back to sleep ,0
"@Xenex I want to turn mine off, but I can't remember the service I used to do it, so I don't know how to disable it ",0
is getting ready for work then off the next 4 days to move!! I'm missing my baby so much ,0
"So fucking sick. No worries, chug on m'son! You have things to do and places to be... ",0
lost my phone ,0
Had to cut my round short ,0
Up bright and early...with a cold ,0
woke up to early and can't go back to sleep ,0
I dislike the neighbor kids. I'm not nice either. I just realized though that they probably think I'm like the old man in Monster House. ,0
@of_many_masks  that you won't be here for the festivities.,0
"Neti pot following directions = massive sinus pain, congestion yesterday, drainage/bronchial cough today. ",0
NEEDS SOME FOLLOWERS ,0
I can already tell today is gonna be a bad day. ,0
watching Glos get a little bit beaten.  not good.,0
"Trying to work out which of my projects need the most urgent love. Tempted to go with the easiest, not most pressing ",0
I'm up. No sleeping in today ,0
@holypotato dude I can't go back to sleep ,0
"Ok, so Entwine's tour bus caught on fire and I'm not ok w/that!  Now that's them and Kill Hannah with a close call in the past 12mos. ",0
"feels like an only child, i miss licia and jojo ",0
does not get it........ ,0
I95=massive traffic ,0
Is looking out in the garden wondering if the chickens will be impressed if i destroyed their garden like theyre doing to mine ,0
doesnt know what the fucks going on..   why cant i just have what i want for once.. its so unfair now *sigh*,0
Good Morning! Looks like a perfectly awesome day in Long Beach for racing!! But..I won't be there!  I'll be hanging @ the hotel....blah!!,0
@iamnotsteve Its a huge con!! ,0
"funerals are so hard, especially when it's someone so close to you like your dad, i only got to spend 15 years with him. i cant do this ",0
can't wait to hang out with david and ricky...but im sad that david's leaving ,0
@jamiegilderuk http://twitpic.com/3glih - It's died!!! it was looking for its fathers Mcfly! ok crap joke ,0
am getting myself to concoct  long paper proposals ,0
I'm pretty bummed about the puppy going back.  Why must my dog be such a jerk?,0
"@jjn1 typo in first line 'so of us' - 'some of us'. Not being cheeky, just helpful. I'm still finding them in mine days or weeks later. ",0
So bored on lunch at work ,0
@amymessere I AM SO JEALOUS OF YOUR BRAWL!  i'm never involved in fights anymore ,0
I need slepp...zzz  was only working @ this sssh...paper eww. when can I sing again?best wishes,0
Anatomy is hard ,0
"oh, with only 45-minute presentations, there isn't much time for presentation and questions   #tltsym09",0
"ugghh,why am i awake ",0
is tireed ,0
"Ok, no gold, Nate lost the first round ",0
doesn't feel loved. i almost choked on an egg and everyone just laughed...   ,0
"@fergmaster Yeah it twas. I wish that show was still on, I miss watching it ",0
I think Dhoni missed a trick not bowling his spinner &quot;R Ashwin&quot; - poor fella didn't bowl at all  #IPL,0
i have a cold and a sprained thumb  ouch,0
" thinking I may need to go back to the dr. The more I walk, the more my knee hurts...",0
@mattwagster oi git- you still asleep?! I *need* a snooze on the sofa ,0
"@mrsgiggs  hang on, dear. Bad days happen.",0
140 character limit is bs...It blows the whole joke if u didnt read the end ,0
is hungover and hurting real bad ,0
Working till 2.   It looks like we are going to have more rain and gray skies.  Wish I could get back in bed,0
@LaureyStack awh...that's kinda sad  lol add me?? hello.kitty.65@hotmail.com,0
"Some of the design has come off a little, nothing major but still not happy   Have stopped attempts to stick it back nothing was working.",0
@thehypercube no votes yet ,0
I'm feeling sorry for myself because I'm kind of sick which means I can't go to a sleepover with my BFF. ,0
my shoulders are so hairy. why?! ,0
@jordanhowell awww damn!  At least I can be safe in the knowledge I was pretty close. =D,0
@RuNikiRun eek that sucks  sorry,0
WEEEEEEE! Goin' on a road trip! Mommy says I have to get off Twitter for a while     C'ya on the road!  We'll take our puter.,0
Sitting by the doors for a volleyball tourney is AMAZING...  especially marking people! and cause im with TORIE!,0
@mynameisjayr It was amazing but fridays I always cut it short cus I gotta get my drunk ass to work so early  but tonite its on!!!,0
ive told her she either stops painting or i refuse to sleep in my room and she wont stop painting ,0
me wants beach ,0
is so bored of school work :/ why is there so much to know ,0
@vanessaveasley YO WHERE MY MONEY?????? IM TIRED OF U BEING OUT N NOT BRINGN HOME THE BACON! lol......i miss u man ,0
@MichelleRenee14 I couldn't because it was in jersey and during the day....I was filming all day ,0
"Joey dacillo, go online. ",0
leaving mexico in a few hours     it was an amazing trip cant wait to come back!!!,0
trying to put up a profile pics but everything is too big ,0
At a Civil Procedure review lecture ,0
Sore throat is still sore &amp; I need to study for my psych test. dnw. ,0
got some bad news *cries* Can't go out now ,0
@robbhughes is very bored in work ,0
Tomorrow I fly again for the third time this year! I'm starting to get nervous again! ,0
is B O R E D. Waiting for people to get twitter so i could follow themm! ,0
wants to swim on may 2  http://plurk.com/p/ousr7,0
Great...3 bloody essays to write for monday  I think i'm gonna die of boredom!,0
@PeterBlackQUT but im home safe now dangerously twittering with a bogged mind  spellings r okaaay soo far ,0
@itvhellskitchen Is that preview for UK visitors only?  There are ROI Hell's Kitchen fans too ,0
@annweezy wish i was goin to spain ,0
I'm officially obsessed with fml &amp; just got the app on my crackberry. But why can't I send twitpics? It always freezes up! ,0
"im lonely  keep me company! 22 female, Amarillo - Texas",0
I have eaten too much chocolate bunny...burp!  feel sick ,0
Not being able to swallow is most definitely not a very pleasant thing  hmpf.,0
@StephanGeyer Should I re-install it? Last time it was buggy as hell ,0
I woke at 4 a.m. and had a dream that made me worry about stuff.... so I got up and read blogs. Now I feeling it! ,0
Why do only two of my friends have twitter! on monday ill try to convince my Mates. No more hols then ,0
is annoyed that people earning USD $400K thinks that they belong to the middle class and request for tax breaks.  http://ping.fm/yydJG,0
"@Incisive1 Well the truth is, I didn't want to hurt your feelings  &gt;&gt; Stick to the day job lol ... it's all luv still xxx",0
My record shop really does suck  all they sell is mainstream,0
@LaMisty_Elite the mikey worm! It's a virus. Some kid hacks into ur acct. I don't know how 2 get rid of it! HELP!!! ,0
"@gunkanator ugh, you!! not a horse in sight here. well, not one that's mine at least. and neighbors frown on stealth riding.. ",0
"@GraftFinder Hope you enjoy Deliberate Acts of Kindness. Note the weird shelving designation. As a newbie author, I didn't catch it. ",0
Last day of vacation.  going to the outlet mall. Hopefully I won't go overboard on cute girly things!!,0
@pmurphy_dc Well don't because then @whatlizsaid won't be able to take cute pictures of you.  LOL,0
Prelims next week.  bricking it.,0
"I hate the Fung Wah bus.. worse, my ipod music library mysertiously deleted   Apple Sucks and Fung Wah sucks. Boston till tomorrow... #fb",0
@BlueTeddy me too  so bummed I am not down there with all of you.  Hug everyone for me? And give Dan a big wet smooch from me!,0
"@Bicko hehe. Maybe. a load of it will certainly be going towards driving. Need to get a new driving license, I've lost mine ",0
observing ducks for my stupid paper.  but other than that today will be a good day!,0
I feel like crap ,0
"bad ending to the week in winston salem - windows account on laptop got semi-hosed, and i lost (at least for the moment) all my settings ",0
I wish I could make it the Farmer's Market today. ,0
@eryckhappiness I saw a dead fox last week.  And then a dead kestrel! Live in the making! ,0
Atteng &quot;Software Test Automation&quot; class on a Saturday... ,0
Inspiringly beautiful story about a rescued pony very sad though  http://bit.ly/PWjAz,0
"Aaaaannnnd my iPod Touch just told me I have 10% battery remaining...  I guess this means goodnight, my fellow Tweeple? Ok.",0
is very bored in work ,0
"Yes Cousie Star, may i propose the week after next? My school life will be officially over! Am I am not excited about it. ",0
"@PauloMoreira hey, i will only in town until thursday, so alas can't do... ",0
back home from a longgg day! today = party time!  too bad i'm missing someone that's pretty darn special  &lt;3,0
@neilcurry I was just going to put that as my update! ,0
@marleyuk coz thats wot the error code says ,0
Good morning tweets. Sad day for me: i leave the Promised Land (Plano) for home (Indian Trail) ,0
Super Kings lose ,0
@Tyrese4ReaL  i have a phobia of owls tooooooooooooooooooo! ,0
Opening day for Little League baseball and it is raining cats and dogs.......   ,0
@Jeffbizzle Oh wow I just saw ur msg as well. I'm not the best @ twittering ,0
@therealdemi i miss you! it is really cold here  call me,0
is about to head out of the A... ,0
@Zuzusu Dont make me jealous of not being home in glasgow ,0
 woke up from a nightmare and @vodkascene wasn't here. &lt;/3,0
@jessicamon Argh. I hate him too. I have a feeling it's going to stop by next year. But I don't want it to ,0
why is it when i want to buy things i have no money? ,0
@tarek why! ,0
"just tried the 'audio captcha' while posting on Craigslist, and i swear the sound will haunt my dreams tonight.  crazy stuff... ",0
@bamf_xx I have to go to WORK  What about you?,0
